good.bad  checking  duration  history  purpose  amount  savings  employed  installp  martial  coapp  resident  property  age  other  housing  existcr  job  depends  telephon  foreign
1 2 30.00 3 4 1715.00 5 3 4.00 2 1 1.00 3 26.00 3 2 1.00 3 1.00 1 1 
1 2 42.00 5 9 5954.00 1 4 2.00 2 1 1.00 1 41.00 1 2 2.00 2 1.00 1 1 
2 1 36.00 3 4 2302.00 1 3 4.00 1 1 4.00 3 31.00 3 1 1.00 3 1.00 1 1 
1 2 24.00 4 9 6967.00 2 4 4.00 3 1 4.00 3 36.00 3 1 1.00 4 1.00 2 1 
1 1 14.00 3 1 3973.00 1 1 1.00 3 1 4.00 4 22.00 3 3 1.00 3 1.00 1 1 
2 1 18.00 3 7 750.00 1 1 4.00 2 1 1.00 1 27.00 3 2 1.00 1 1.00 1 1 
2 1 12.00 1 4 6199.00 1 3 4.00 3 1 2.00 2 28.00 3 1 2.00 3 1.00 2 1 
1 4 18.00 3 4 2051.00 1 2 4.00 3 1 1.00 1 33.00 3 2 1.00 3 1.00 1 1 
2 1 15.00 1 1 950.00 1 5 4.00 3 1 3.00 3 33.00 3 1 2.00 3 2.00 1 1 
2 1 12.00 1 1 1082.00 1 3 4.00 3 1 4.00 3 48.00 1 2 2.00 3 1.00 1 1 
1 1 30.00 1 3 4583.00 1 3 2.00 1 3 2.00 1 32.00 3 2 2.00 3 1.00 1 1 
2 1 24.00 4 4 1659.00 1 2 4.00 2 1 2.00 3 29.00 3 1 1.00 2 1.00 2 1 
1 2 11.00 5 1 1322.00 4 3 4.00 2 1 4.00 3 40.00 3 2 2.00 3 1.00 1 1 
1 4 7.00 5 4 730.00 5 5 4.00 3 1 2.00 2 46.00 3 1 2.00 2 1.00 2 1 
1 4 21.00 5 3 2288.00 1 2 4.00 2 1 4.00 2 23.00 3 2 1.00 3 1.00 2 1 
1 4 6.00 4 4 932.00 1 3 3.00 2 1 2.00 1 24.00 3 2 1.00 3 1.00 1 1 
2 1 24.00 2 3 6872.00 1 2 2.00 1 1 1.00 2 55.00 1 2 1.00 3 1.00 2 1 
1 1 9.00 3 4 1364.00 1 4 3.00 3 1 4.00 1 59.00 3 2 1.00 3 1.00 1 1 
2 2 48.00 3 4 3060.00 1 4 4.00 3 1 4.00 1 28.00 3 2 2.00 3 1.00 1 1 
1 2 9.00 3 1 3195.00 5 3 1.00 2 1 2.00 1 33.00 3 2 1.00 2 1.00 1 1 
2 1 24.00 3 3 3345.00 1 5 4.00 3 1 2.00 2 39.00 3 1 1.00 4 1.00 2 1 
2 2 48.00 3 4 5951.00 1 3 2.00 2 1 2.00 1 22.00 3 2 1.00 3 1.00 1 1 
1 2 9.00 3 4 1206.00 1 5 4.00 2 1 4.00 1 25.00 3 2 1.00 3 1.00 1 1 
1 4 12.00 5 4 522.00 3 5 4.00 3 1 4.00 2 42.00 3 2 2.00 3 2.00 2 1 
1 4 18.00 3 9 1950.00 1 4 4.00 3 1 1.00 3 34.00 2 2 2.00 3 1.00 2 1 
1 4 11.00 3 9 2142.00 4 5 1.00 1 1 2.00 1 28.00 3 2 1.00 3 1.00 2 1 
1 2 60.00 4 4 9157.00 5 3 2.00 3 1 2.00 4 27.00 3 3 1.00 4 1.00 1 1 
1 4 27.00 3 6 5190.00 5 5 4.00 3 1 4.00 2 48.00 3 2 4.00 3 2.00 2 1 
2 2 48.00 1 10 18424.00 1 3 1.00 2 1 2.00 2 32.00 1 2 1.00 4 1.00 2 2 
1 4 60.00 3 4 10144.00 2 4 2.00 2 1 4.00 1 21.00 3 2 1.00 3 1.00 2 1 
1 4 9.00 5 1 1224.00 1 3 3.00 3 1 1.00 1 30.00 3 2 2.00 3 1.00 1 1 
1 4 54.00 1 2 9436.00 5 3 2.00 3 1 2.00 2 39.00 3 2 1.00 2 2.00 1 1 
1 4 10.00 3 4 1924.00 1 3 1.00 3 1 4.00 2 38.00 3 2 1.00 3 1.00 2 2 
2 2 8.00 3 3 1237.00 1 3 3.00 2 1 4.00 1 24.00 3 2 1.00 3 1.00 1 1 
1 2 24.00 4 4 1553.00 2 4 3.00 2 1 2.00 2 23.00 3 1 2.00 3 1.00 2 1 
2 4 12.00 4 6 1555.00 4 5 4.00 3 1 4.00 4 55.00 3 3 2.00 3 2.00 1 1 
1 4 9.00 3 1 3577.00 2 3 1.00 3 3 2.00 1 26.00 3 1 1.00 3 2.00 1 2 
1 2 48.00 3 10 5381.00 5 1 3.00 3 1 4.00 4 40.00 1 3 1.00 1 1.00 2 1 
2 4 9.00 3 4 1478.00 1 4 4.00 3 1 2.00 3 22.00 3 2 1.00 3 1.00 1 1 
2 1 12.00 3 1 2579.00 1 2 4.00 3 1 1.00 1 33.00 3 2 1.00 2 2.00 1 1 
2 1 24.00 2 3 3349.00 3 2 4.00 3 1 4.00 4 30.00 3 3 1.00 3 2.00 2 1 
2 1 24.00 3 1 2303.00 1 5 4.00 3 2 1.00 1 45.00 3 2 1.00 3 1.00 1 1 
1 4 24.00 5 3 5150.00 1 5 4.00 3 1 4.00 3 33.00 3 2 1.00 3 1.00 2 1 
2 2 15.00 3 1 2631.00 2 3 2.00 2 1 4.00 3 28.00 3 1 2.00 3 1.00 2 1 
1 3 6.00 3 3 2116.00 1 3 2.00 3 1 2.00 1 41.00 3 2 1.00 3 1.00 2 1 
1 1 6.00 3 1 1374.00 5 1 4.00 2 1 3.00 2 75.00 3 2 1.00 4 1.00 2 1 
2 1 45.00 1 9 11816.00 1 5 2.00 3 1 4.00 3 29.00 3 1 2.00 3 1.00 1 1 
1 4 42.00 5 3 4042.00 3 3 4.00 3 1 4.00 1 36.00 3 2 2.00 3 1.00 2 1 
1 1 12.00 5 1 2122.00 1 3 3.00 3 1 2.00 1 39.00 3 1 2.00 2 2.00 1 2 
1 2 18.00 3 2 2779.00 1 3 1.00 4 1 3.00 3 21.00 3 1 1.00 3 1.00 2 1 
2 1 18.00 1 3 3114.00 1 2 1.00 2 1 4.00 2 26.00 3 1 1.00 3 1.00 1 1 
2 1 24.00 3 1 1371.00 5 3 4.00 2 1 4.00 1 25.00 3 1 1.00 3 1.00 1 1 
1 1 18.00 3 3 2659.00 4 3 4.00 3 1 2.00 3 28.00 3 2 1.00 3 1.00 1 1 
2 1 36.00 3 2 8335.00 5 5 3.00 3 1 4.00 4 47.00 3 3 1.00 3 1.00 1 1 
2 1 33.00 5 3 4281.00 3 3 1.00 2 1 4.00 3 23.00 3 2 2.00 3 1.00 1 1 
1 4 15.00 3 4 1979.00 5 5 4.00 3 1 2.00 3 35.00 3 2 1.00 3 1.00 1 1 
1 1 39.00 5 3 14179.00 5 4 4.00 3 1 4.00 2 30.00 3 2 2.00 4 1.00 2 1 
2 1 18.00 3 3 2039.00 1 3 1.00 2 1 4.00 1 20.00 1 1 1.00 3 1.00 1 1 
1 3 24.00 3 4 1258.00 3 3 3.00 2 1 3.00 3 57.00 3 2 1.00 2 1.00 1 1 
2 4 36.00 4 4 4463.00 1 3 4.00 3 1 2.00 3 26.00 3 2 2.00 4 1.00 2 1 
2 1 48.00 3 1 3931.00 1 4 4.00 3 1 4.00 4 46.00 3 3 1.00 3 2.00 1 1 
2 4 12.00 5 4 797.00 5 5 4.00 2 1 3.00 2 33.00 1 2 1.00 2 2.00 1 1 
2 4 21.00 5 1 12680.00 5 5 4.00 3 1 4.00 4 30.00 3 3 1.00 4 1.00 2 1 
2 1 24.00 2 10 1358.00 5 5 4.00 3 1 3.00 3 40.00 2 2 1.00 4 1.00 2 1 
2 1 18.00 3 4 2600.00 1 3 4.00 3 1 4.00 4 65.00 3 3 2.00 3 1.00 1 1 
1 2 36.00 5 2 5800.00 1 3 3.00 3 1 4.00 3 34.00 3 2 2.00 3 1.00 2 1 
1 4 6.00 3 6 660.00 3 4 2.00 4 1 4.00 1 23.00 3 1 1.00 2 1.00 1 1 
2 1 36.00 3 7 1977.00 5 5 4.00 3 1 4.00 4 40.00 3 2 1.00 4 1.00 2 1 
1 2 7.00 3 4 2576.00 1 3 2.00 3 3 2.00 1 35.00 3 2 1.00 3 1.00 1 1 
2 2 9.00 2 2 5129.00 1 5 2.00 2 1 4.00 4 74.00 1 3 1.00 4 2.00 2 1 
1 1 12.00 5 1 2121.00 1 3 4.00 3 1 2.00 2 30.00 3 2 2.00 3 1.00 1 1 
1 4 12.00 3 4 776.00 1 3 4.00 4 1 2.00 1 28.00 3 2 1.00 3 1.00 1 1 
2 1 12.00 2 4 626.00 1 3 4.00 2 1 4.00 1 24.00 1 2 1.00 2 1.00 1 1 
2 1 12.00 5 1 691.00 1 5 4.00 3 1 3.00 2 35.00 3 2 2.00 3 1.00 1 1 
1 4 12.00 5 3 1592.00 4 4 3.00 2 1 2.00 2 35.00 3 2 1.00 3 1.00 1 2 
1 4 36.00 5 2 11054.00 5 3 4.00 3 1 2.00 3 30.00 3 2 1.00 4 1.00 2 1 
1 1 24.00 3 2 2812.00 5 5 2.00 2 1 4.00 1 26.00 3 1 1.00 3 1.00 1 1 
2 2 18.00 3 3 1924.00 5 2 4.00 2 1 3.00 1 27.00 3 1 1.00 3 1.00 1 1 
1 1 24.00 2 1 2325.00 2 4 2.00 3 1 3.00 3 32.00 1 2 1.00 3 1.00 1 1 
1 4 12.00 3 4 2073.00 2 3 4.00 2 2 2.00 1 28.00 3 2 1.00 3 1.00 1 1 
1 4 12.00 3 4 2141.00 2 4 3.00 3 1 1.00 4 35.00 3 2 1.00 3 1.00 1 1 
1 1 12.00 5 2 1409.00 1 5 4.00 3 1 3.00 1 54.00 3 2 1.00 3 1.00 1 1 
2 2 72.00 3 4 5595.00 2 3 2.00 4 1 2.00 3 24.00 3 2 1.00 3 1.00 1 1 
1 2 15.00 5 4 1537.00 5 5 4.00 3 3 4.00 1 50.00 3 2 2.00 3 1.00 2 1 
1 3 10.00 3 5 1225.00 1 3 2.00 3 1 2.00 3 37.00 3 2 1.00 3 1.00 2 1 
1 4 15.00 3 4 1386.00 5 3 4.00 4 1 2.00 1 40.00 3 1 1.00 3 1.00 2 1 
2 2 30.00 5 3 8386.00 1 4 2.00 3 1 2.00 2 49.00 3 2 1.00 3 1.00 1 1 
1 4 18.00 5 4 6070.00 1 5 3.00 3 1 4.00 3 33.00 3 2 2.00 3 1.00 2 1 
2 2 12.00 3 4 1534.00 1 2 1.00 4 1 1.00 1 23.00 3 1 1.00 3 1.00 1 1 
2 2 36.00 3 3 9034.00 2 2 4.00 3 2 1.00 4 29.00 3 1 1.00 4 1.00 2 1 
1 2 12.00 3 1 7472.00 5 1 1.00 2 1 2.00 1 24.00 3 1 1.00 1 1.00 1 1 
1 2 11.00 4 4 4771.00 1 4 2.00 3 1 4.00 2 51.00 3 2 1.00 3 1.00 1 1 
2 1 12.00 3 1 1274.00 1 2 3.00 2 1 1.00 1 37.00 3 2 1.00 2 1.00 1 1 
2 1 48.00 2 9 7685.00 1 4 2.00 2 3 4.00 3 37.00 3 1 1.00 3 1.00 1 1 
1 4 24.00 4 9 3863.00 1 3 1.00 3 1 2.00 4 32.00 3 3 1.00 3 1.00 1 1 
1 4 24.00 3 4 1533.00 1 2 4.00 2 1 3.00 3 38.00 2 2 1.00 3 1.00 2 1 
1 4 15.00 2 4 1569.00 2 5 4.00 3 1 4.00 3 34.00 1 2 1.00 2 2.00 1 1 
2 1 48.00 3 2 10297.00 1 4 4.00 3 1 4.00 4 39.00 2 3 3.00 3 2.00 2 1 
1 4 15.00 3 2 1300.00 5 5 4.00 3 1 4.00 4 45.00 1 3 1.00 3 2.00 1 1 
1 4 12.00 3 3 763.00 1 3 4.00 2 1 1.00 1 26.00 3 2 1.00 3 1.00 2 1 
2 4 10.00 3 3 2210.00 1 3 2.00 3 1 2.00 1 25.00 1 1 1.00 2 1.00 1 1 
1 1 12.00 3 4 1680.00 3 5 3.00 4 1 1.00 1 35.00 3 2 1.00 3 1.00 1 1 
2 2 24.00 5 4 1216.00 2 2 4.00 3 1 4.00 4 38.00 1 2 2.00 3 2.00 1 1 
1 4 4.00 5 1 1455.00 1 4 2.00 3 1 1.00 1 42.00 3 2 3.00 2 2.00 1 1 
1 1 12.00 3 4 2214.00 1 3 4.00 3 1 3.00 2 24.00 3 2 1.00 2 1.00 1 1 
1 3 36.00 3 4 5848.00 1 3 4.00 3 1 1.00 3 24.00 3 2 1.00 3 1.00 1 1 
1 2 48.00 2 1 12169.00 5 1 4.00 3 2 4.00 4 36.00 3 3 1.00 4 1.00 2 1 
2 2 15.00 1 1 1778.00 1 2 2.00 2 1 1.00 1 26.00 3 1 2.00 1 1.00 1 1 
1 4 28.00 2 2 7824.00 5 2 3.00 3 3 4.00 1 40.00 1 1 2.00 3 2.00 2 1 
1 4 12.00 3 2 2445.00 5 2 2.00 4 1 4.00 3 26.00 3 1 1.00 3 1.00 2 1 
1 4 27.00 4 2 8613.00 4 3 2.00 3 1 2.00 3 27.00 3 2 2.00 3 1.00 1 1 
1 2 18.00 5 3 7374.00 1 1 4.00 3 1 4.00 2 40.00 2 2 2.00 4 1.00 2 1 
2 1 42.00 3 4 7174.00 5 4 4.00 2 1 3.00 3 30.00 3 2 1.00 4 1.00 2 1 
1 4 12.00 5 9 1264.00 5 5 4.00 3 1 4.00 4 57.00 3 1 1.00 2 1.00 1 1 
1 3 36.00 3 4 4473.00 1 5 4.00 3 1 2.00 3 31.00 3 2 1.00 3 1.00 1 1 
1 3 12.00 3 3 2251.00 1 3 1.00 2 1 2.00 3 46.00 3 2 1.00 2 1.00 1 1 
1 2 6.00 4 3 1050.00 1 1 4.00 3 1 1.00 2 35.00 2 2 2.00 4 1.00 2 1 
1 4 24.00 5 3 2028.00 1 4 2.00 3 1 2.00 2 30.00 3 2 2.00 2 1.00 1 1 
1 4 36.00 5 2 5842.00 1 5 2.00 3 1 2.00 2 35.00 3 2 2.00 3 2.00 2 1 
1 2 18.00 3 9 2622.00 2 3 4.00 3 1 4.00 3 34.00 3 2 1.00 3 1.00 1 1 
1 4 36.00 1 6 2613.00 1 3 4.00 3 1 2.00 3 27.00 3 2 2.00 3 1.00 1 1 
1 4 15.00 5 4 1459.00 1 3 4.00 2 1 2.00 3 43.00 3 2 1.00 2 1.00 1 1 
2 1 18.00 3 4 3190.00 1 3 2.00 2 1 2.00 1 24.00 3 2 1.00 3 1.00 1 1 
1 4 4.00 5 4 1544.00 1 4 2.00 3 1 1.00 1 42.00 3 2 3.00 2 2.00 1 1 
2 4 36.00 3 3 3349.00 1 3 4.00 2 1 2.00 3 28.00 3 2 1.00 4 1.00 2 1 
2 2 24.00 3 10 11328.00 1 3 2.00 3 2 3.00 3 29.00 1 2 2.00 4 1.00 2 1 
1 4 24.00 3 2 5433.00 5 1 2.00 2 1 4.00 2 26.00 3 1 1.00 4 1.00 2 1 
2 2 21.00 3 9 1188.00 1 5 2.00 2 1 4.00 2 39.00 3 2 1.00 3 2.00 1 1 
1 4 30.00 3 4 1867.00 5 5 4.00 3 1 4.00 3 58.00 3 2 1.00 3 1.00 2 1 
1 2 36.00 3 2 6948.00 1 3 2.00 3 1 2.00 3 35.00 3 1 1.00 4 1.00 2 1 
1 2 24.00 3 4 5084.00 5 5 2.00 2 1 4.00 3 42.00 3 2 1.00 3 1.00 2 1 
1 4 36.00 5 2 5711.00 4 5 4.00 3 1 2.00 3 38.00 3 2 2.00 4 1.00 2 1 
1 4 24.00 3 3 929.00 5 4 4.00 3 1 2.00 3 31.00 2 2 1.00 3 1.00 2 1 
1 4 12.00 3 1 2390.00 5 5 4.00 3 1 3.00 3 50.00 3 2 1.00 3 1.00 2 1 
2 1 24.00 3 3 2359.00 2 1 1.00 1 1 1.00 2 33.00 3 2 1.00 3 1.00 1 1 
1 4 36.00 3 4 3595.00 1 5 4.00 3 1 2.00 3 28.00 3 2 1.00 3 1.00 1 1 
1 1 30.00 3 3 3622.00 4 5 4.00 2 1 4.00 2 57.00 3 1 2.00 3 1.00 2 1 
1 2 12.00 4 4 585.00 1 3 4.00 4 2 4.00 1 20.00 3 1 2.00 3 1.00 1 1 
2 1 24.00 1 3 4110.00 1 5 3.00 3 1 4.00 4 23.00 1 1 2.00 3 2.00 1 1 
2 1 60.00 3 9 7297.00 1 5 4.00 3 2 4.00 4 36.00 3 1 1.00 3 1.00 1 1 
1 4 12.00 3 4 1963.00 1 4 4.00 3 1 2.00 3 31.00 3 1 2.00 4 2.00 2 1 
1 4 12.00 5 4 2331.00 5 5 1.00 3 2 4.00 1 49.00 3 2 1.00 3 1.00 2 1 
1 2 24.00 3 1 3512.00 2 4 2.00 3 1 3.00 3 38.00 1 2 2.00 3 1.00 2 1 
2 3 15.00 5 4 1271.00 5 3 3.00 3 1 4.00 4 39.00 3 3 2.00 3 1.00 2 1 
1 4 36.00 5 9 6304.00 5 5 4.00 3 1 4.00 1 36.00 3 2 2.00 3 1.00 1 1 
2 2 54.00 1 9 15945.00 1 2 3.00 3 1 4.00 4 58.00 3 1 1.00 3 1.00 2 1 
2 1 30.00 3 6 11998.00 1 2 1.00 1 1 1.00 4 34.00 3 2 1.00 2 1.00 2 1 
1 1 24.00 5 2 2957.00 1 5 4.00 3 1 4.00 2 63.00 3 2 2.00 3 1.00 2 1 
2 2 48.00 1 9 3844.00 2 4 4.00 3 1 4.00 4 34.00 3 3 1.00 2 2.00 1 1 
1 4 36.00 3 4 2299.00 3 5 4.00 3 1 4.00 3 39.00 3 2 1.00 3 1.00 1 1 
2 1 12.00 3 1 1228.00 1 3 4.00 2 1 2.00 1 24.00 3 2 1.00 2 1.00 1 1 
1 1 15.00 3 9 806.00 1 3 4.00 2 1 4.00 2 22.00 3 2 1.00 2 1.00 1 1 
1 1 12.00 3 1 1168.00 1 3 4.00 4 1 3.00 1 27.00 3 2 1.00 2 1.00 1 1 
1 4 12.00 5 1 682.00 2 4 4.00 2 1 3.00 3 51.00 3 2 2.00 3 1.00 2 1 
1 2 8.00 3 4 760.00 1 4 4.00 2 3 2.00 1 44.00 3 2 1.00 2 1.00 1 1 
2 4 21.00 4 9 2580.00 3 2 4.00 3 1 2.00 1 41.00 1 2 1.00 2 2.00 1 1 
2 3 12.00 2 9 609.00 1 2 4.00 2 1 1.00 1 26.00 3 2 1.00 1 1.00 1 1 
1 2 9.00 3 1 276.00 1 3 4.00 4 1 4.00 1 22.00 3 1 1.00 2 1.00 1 1 
1 3 6.00 5 1 1323.00 2 5 2.00 1 1 4.00 3 28.00 3 2 2.00 3 2.00 2 1 
1 4 6.00 5 1 362.00 2 3 4.00 2 1 4.00 3 52.00 3 2 2.00 2 1.00 1 1 
1 4 18.00 5 2 3850.00 1 4 3.00 3 1 1.00 3 27.00 3 2 2.00 3 1.00 1 1 
1 4 24.00 5 2 4042.00 5 4 3.00 3 1 4.00 2 43.00 3 2 2.00 3 1.00 2 1 
2 2 36.00 3 1 12389.00 5 3 1.00 3 1 4.00 4 37.00 3 3 1.00 3 1.00 2 1 
2 4 36.00 3 3 10974.00 1 1 4.00 2 1 2.00 3 26.00 3 2 2.00 4 1.00 2 1 
1 2 12.00 5 2 1804.00 2 2 3.00 3 1 4.00 2 44.00 3 2 1.00 3 1.00 1 1 
1 1 6.00 5 4 1169.00 5 5 4.00 3 1 4.00 1 67.00 3 2 2.00 3 1.00 2 1 
1 4 21.00 3 9 1572.00 4 5 4.00 2 1 4.00 1 36.00 1 2 1.00 2 1.00 1 1 
2 2 24.00 4 3 2064.00 1 1 3.00 2 1 2.00 2 34.00 3 2 1.00 4 1.00 2 1 
1 4 10.00 3 8 894.00 5 4 4.00 2 1 3.00 2 40.00 3 2 1.00 3 1.00 2 1 
1 4 18.00 5 4 1098.00 1 1 4.00 2 1 4.00 3 65.00 3 2 2.00 1 1.00 1 1 
1 4 36.00 5 1 6614.00 1 5 4.00 3 1 4.00 3 34.00 3 2 2.00 4 1.00 2 1 
1 3 6.00 5 1 1299.00 1 3 1.00 3 1 1.00 1 74.00 3 2 3.00 1 2.00 1 2 
2 2 9.00 3 3 959.00 1 3 1.00 2 1 2.00 3 29.00 3 2 1.00 3 1.00 1 2 
1 1 6.00 3 1 1203.00 2 5 3.00 3 1 2.00 2 43.00 3 2 1.00 3 1.00 2 1 
2 1 18.00 5 6 1190.00 1 1 2.00 2 1 4.00 4 55.00 3 3 3.00 1 2.00 1 1 
1 1 15.00 3 1 1721.00 1 2 2.00 3 1 3.00 1 36.00 3 2 1.00 3 1.00 1 1 
1 2 18.00 4 6 6204.00 1 3 2.00 3 1 4.00 1 44.00 3 2 1.00 2 2.00 2 1 
1 4 12.00 3 1 640.00 1 3 4.00 1 1 2.00 1 49.00 3 2 1.00 2 1.00 1 1 
2 2 18.00 1 1 2278.00 2 2 3.00 2 1 3.00 3 28.00 3 2 2.00 3 1.00 1 1 
2 1 15.00 3 5 1275.00 5 3 4.00 2 1 2.00 3 24.00 3 1 1.00 3 1.00 1 1 
1 4 12.00 5 4 1934.00 1 5 2.00 3 1 2.00 4 26.00 3 2 2.00 3 1.00 1 1 
1 2 12.00 3 8 754.00 5 5 4.00 3 1 4.00 2 38.00 3 2 2.00 3 1.00 1 1 
1 4 12.00 5 7 2096.00 1 4 2.00 3 1 3.00 1 49.00 3 2 1.00 2 2.00 1 1 
1 4 18.00 5 1 1028.00 1 3 4.00 2 1 3.00 1 36.00 3 2 2.00 3 1.00 1 1 
1 2 18.00 3 4 3213.00 3 2 1.00 4 1 3.00 1 25.00 3 1 1.00 3 1.00 1 1 
2 2 12.00 3 1 1223.00 1 5 1.00 1 1 1.00 1 46.00 3 1 2.00 3 1.00 1 1 
1 2 20.00 4 2 7057.00 5 4 3.00 3 1 4.00 2 36.00 1 1 2.00 4 2.00 2 1 
2 4 24.00 3 4 3621.00 2 5 2.00 3 1 4.00 3 31.00 3 2 2.00 3 1.00 1 1 
1 3 30.00 5 4 3656.00 5 5 4.00 3 1 4.00 2 49.00 2 2 2.00 2 1.00 1 1 
2 2 39.00 5 4 4933.00 1 4 2.00 3 3 2.00 1 25.00 3 2 2.00 3 1.00 1 1 
1 2 9.00 3 4 458.00 1 3 4.00 3 1 3.00 1 24.00 3 2 1.00 3 1.00 1 1 
2 2 9.00 5 7 1501.00 1 5 2.00 2 1 3.00 3 34.00 3 2 2.00 4 1.00 2 1 
2 2 48.00 3 1 6560.00 2 4 3.00 3 1 2.00 2 24.00 3 2 1.00 3 1.00 1 1 
1 1 10.00 5 3 2132.00 5 2 2.00 2 2 3.00 1 27.00 3 1 2.00 3 1.00 1 2 
1 4 15.00 4 3 960.00 4 4 3.00 2 1 2.00 2 30.00 3 2 2.00 3 1.00 1 1 
1 4 4.00 5 4 1503.00 1 4 2.00 3 1 1.00 1 42.00 3 2 2.00 2 2.00 1 1 
1 4 24.00 5 4 1516.00 4 3 4.00 2 1 1.00 1 43.00 3 2 2.00 2 1.00 1 1 
1 1 8.00 5 1 731.00 1 5 4.00 3 1 4.00 1 47.00 3 2 2.00 2 1.00 1 1 
1 4 21.00 3 3 2241.00 1 5 4.00 3 1 2.00 1 50.00 3 2 2.00 3 1.00 1 1 
1 2 18.00 5 3 1295.00 1 2 4.00 2 1 1.00 2 27.00 3 2 2.00 3 1.00 1 1 
2 1 42.00 4 4 4370.00 1 4 3.00 3 1 2.00 2 26.00 1 2 2.00 3 2.00 2 1 
1 2 48.00 3 1 8487.00 5 4 1.00 2 1 2.00 3 24.00 3 2 1.00 3 1.00 1 1 
2 1 18.00 5 3 2124.00 1 3 4.00 2 1 4.00 1 24.00 3 1 2.00 3 1.00 1 1 
1 2 6.00 3 4 2063.00 1 2 4.00 4 1 3.00 3 30.00 3 1 1.00 4 1.00 2 1 
2 4 12.00 3 3 1123.00 3 3 4.00 2 1 4.00 3 29.00 3 1 1.00 2 1.00 1 1 
1 2 18.00 3 4 1301.00 1 5 4.00 4 3 2.00 1 32.00 3 2 1.00 2 1.00 1 1 
1 1 11.00 5 1 3939.00 1 3 1.00 3 1 2.00 1 40.00 3 2 2.00 2 2.00 1 1 
1 2 12.00 3 4 1155.00 1 5 3.00 4 3 3.00 1 40.00 1 2 2.00 2 1.00 1 1 
2 1 36.00 4 9 2145.00 1 4 2.00 3 1 1.00 3 24.00 3 2 2.00 3 1.00 2 1 
1 4 24.00 4 3 4151.00 2 3 2.00 3 1 3.00 2 35.00 3 2 2.00 3 1.00 1 1 
1 4 10.00 3 2 2901.00 5 2 1.00 2 1 4.00 1 31.00 3 1 1.00 3 1.00 1 1 
1 4 21.00 5 2 3275.00 1 5 1.00 3 1 4.00 3 36.00 3 2 1.00 4 1.00 2 1 
1 4 12.00 5 1 926.00 1 1 1.00 2 1 2.00 2 38.00 3 2 1.00 1 1.00 1 1 
1 1 18.00 3 4 1936.00 5 4 2.00 4 1 4.00 3 23.00 3 1 2.00 2 1.00 1 1 
1 4 9.00 3 9 1449.00 1 4 3.00 2 1 2.00 3 27.00 3 2 2.00 3 1.00 1 1 
1 4 21.00 3 1 2782.00 3 4 1.00 2 1 2.00 3 31.00 1 2 1.00 4 1.00 1 1 
1 1 6.00 5 1 609.00 1 4 4.00 2 1 3.00 2 37.00 3 2 2.00 3 1.00 1 2 
1 2 36.00 4 1 7432.00 1 3 2.00 2 1 2.00 2 54.00 3 1 1.00 3 1.00 1 1 
1 4 14.00 4 1 802.00 1 3 4.00 3 1 2.00 3 27.00 3 2 2.00 2 1.00 1 1 
1 2 12.00 5 3 3617.00 1 5 1.00 3 1 4.00 3 28.00 3 1 3.00 3 1.00 2 1 
1 2 8.00 3 9 907.00 1 2 3.00 4 1 2.00 1 26.00 3 2 1.00 3 1.00 2 1 
1 4 15.00 3 1 5324.00 3 5 1.00 2 1 4.00 4 35.00 3 3 1.00 3 1.00 1 1 
1 2 12.00 5 1 3124.00 1 2 1.00 3 1 3.00 1 49.00 1 2 2.00 2 2.00 1 1 
1 4 27.00 4 9 5117.00 1 4 3.00 3 1 4.00 3 26.00 3 2 2.00 3 1.00 1 1 
1 2 36.00 3 7 3711.00 5 3 2.00 4 1 2.00 3 27.00 3 2 1.00 3 1.00 1 1 
1 1 21.00 5 1 1602.00 1 5 4.00 4 1 3.00 3 30.00 3 2 2.00 3 1.00 2 1 
2 1 12.00 3 1 900.00 5 3 4.00 4 1 2.00 3 23.00 3 2 1.00 3 1.00 1 1 
1 4 39.00 3 2 8588.00 2 5 4.00 3 1 2.00 3 45.00 3 2 1.00 4 1.00 2 1 
1 4 12.00 4 2 1503.00 1 3 4.00 4 1 4.00 1 41.00 3 1 1.00 3 1.00 1 1 
1 1 12.00 3 3 2578.00 1 1 3.00 2 1 4.00 4 55.00 3 3 1.00 4 1.00 1 1 
2 2 45.00 5 4 4746.00 1 2 4.00 3 1 2.00 2 25.00 3 2 2.00 2 1.00 1 1 
1 4 6.00 3 8 1238.00 5 1 4.00 3 1 4.00 2 36.00 3 2 1.00 4 2.00 2 1 
2 4 36.00 5 3 7127.00 1 2 2.00 2 1 4.00 2 23.00 3 1 2.00 3 1.00 2 1 
1 2 48.00 2 9 3566.00 2 4 4.00 3 1 2.00 3 30.00 3 2 1.00 3 1.00 1 1 
1 4 12.00 3 4 2279.00 5 3 4.00 3 1 4.00 4 37.00 3 3 1.00 3 1.00 2 1 
2 1 28.00 3 1 4006.00 1 3 3.00 3 1 2.00 3 45.00 3 2 1.00 2 1.00 1 1 
1 2 12.00 5 1 1995.00 2 2 4.00 3 1 1.00 3 27.00 3 2 1.00 3 1.00 1 1 
1 4 12.00 3 4 3077.00 1 3 2.00 3 1 4.00 3 52.00 3 2 1.00 3 1.00 2 1 
1 1 12.00 3 3 1657.00 1 3 2.00 3 1 2.00 1 27.00 3 2 1.00 3 1.00 1 1 
2 1 24.00 3 1 1207.00 1 2 4.00 2 1 4.00 2 24.00 3 1 1.00 3 1.00 1 1 
